year,PheWAS_code,PheWAS_name,total_burden_in_million,publication,trial,ROI
2005,427.12,Paroxysmal ventricular tachycardia,2644171.5,461,9,3.3358078
2005,504.1,Idiopathic fibrosing alveolitis,271094,344,14,0.03021952
2005,627.5,Premature menopause and other ovarian failure,533647.4375,37,5,3.043750525
2005,411.9,Other acute and subacute forms of ischemic heart disease,410520.1563,1426,122,0.001919588
2005,569.2,Gastrointestinal complications,1957009.375,163,9,5.167776585
2005,290.2,Delirium due to conditions classified elsewhere,232092.4375,182,14,0.04186447
2005,752.11,Spina bifida,570503.6875,121,2,2.651896238
2005,276.12,Hyposmolality and/or hyponatremia,650650.5,14,0,5988.449707
2005,365.2,Primary angle-closure glaucoma,937891,305,24,0.238043025
2005,772.2,Spasm of muscle,2018044.875,55,1,145.2632141
2005,218,Benign neoplasm of uterus,476.0671692,594,6,1.26E-07
2005,198.2,Secondary malignancy of respiratory organs,1680244.125,4810,209,0.005565302
2005,327.31,Central/nonobstroctive sleep apnea,14527.55078,64,1,0.006469528
2005,520.1,Hereditary disturbances in tooth structure,53275.02344,198,0,2.840646744
2005,364.5,Corneal dystrophy,147047.7969,67,2,0.318154722
2005,348.2,Cerebral edema and compression of brain,669371.5625,322,2,1.371911526
2005,573,Other disorders of liver,853924.75,910,27,0.058792979
2005,90.2,Gonococcal infections,73642.86719,354,5,0.006059895
2005,334.2,Anterior horn cell disease,399499.3438,275,15,0.076623134
2005,381.3,Mastoiditis & related conditions,410018.4688,35,0,951.6378784
2005,302.1,Decreased libido,166488.7969,183,11,0.027262453
2005,333.2,Myoclonus,110234.0234,75,3,0.106660262
2005,731.1,Osteitis deformans [Paget's disease of bone],51043.39063,69,0,7.48210907
2005,871,Open wounds of extremities,4269226,2722,23,0.576698661
2005,352.1,Trigeminal nerve disorders [CN5],909610.375,190,0,862.9614258
2005,112,Candidiasis,1854945.625,622,1,10.85426903
2005,750.13,Congenital anomalies of mouth/tongue,307392.25,782,4,0.059715368
2005,8.7,Intestinal infection due to protozoa,38278.43359,206,0,1.409538984
2004,327.3,Sleep apnea,24797200,341,36,79.81052399
2004,202.24,Large cell lymphoma,40.42436218,698,124,3.01E-11
2004,1007,Injury to blood vessels,399007.125,1626,9,0.017320421
2004,573.7,Abnormal results of function study of liver,2523885.5,20,0,50738.46484
2004,531.4,Peptic ulcers,455241.4063,45,0,733.8709106
2004,530.5,Disorders of esophageal motility,427625.5938,123,1,2.345906496
2004,513.32,Orthopnea,71107.92969,471,3,0.005684399
2004,656.2,Other respiratory conditions of fetus and newborn,1730838.75,545,22,0.398046523
2004,501,Pneumonitis due to inhalation of food or vomitus,1212532.875,134,2,8.699591637
2004,174.2,Breast cancer [male],231165.5313,6974,252,4.85E-05
2004,643,Excessive vomiting in pregnancy,194199.5625,27,0,222.5446167
2004,747.1,Cardiac congenital anomalies,901439.75,1422,10,0.090987526
2004,451,Phlebitis and thrombophlebitis,413247.0938,59,0,461.2529602
2004,701.2,Scar conditions and fibrosis of skin,1220681,672,4,0.881311297
2004,622.1,Polyp of corpus uteri,3066158,599,7,3.568469763
2004,818.1,Subdural hemorrhage (injury),491207.8125,93,0,413.4719238
2004,781,Symptoms involving nervous and musculoskeletal systems,647447.9375,161,12,0.345508695
2004,594.8,Renal colic,2521751.5,73,0,13882.48828
2004,79.1,Varicella infection,145828,143,4,0.059103902
2004,41.4,E. coli,22023.50781,603,0,0.128201634
2004,270.31,Polyclonal hypergammaglobulinemia,18117.55273,41,0,1.275717258
2004,389,Hearing loss,1786071.25,415,6,2.038494825
2004,803.3,Fracture of clavicle or scapula,1558005.375,108,1,35.4648056
2004,341,Other demyelinating diseases of central nervous system,682481.8125,593,3,0.415909469
2004,374.3,Ptosis of eyelid,1505792.625,148,6,4.062654972
2004,174.3,Neoplasm of uncertain behavior of breast,449420.25,6914,252,0.000184758
2004,145,Cancer of mouth,386409.9688,642,5,0.073988162
2004,705,Disorders of sweat glands,69056.32031,26,0,29.22211266
2004,650,Normal delivery,20318490,1838,0,35799.75781
2004,261,Vitamin deficiency,37705.32813,127,2,0.008875986
2004,334.21,Amyotrophic Lateral Sclerosis,492872.1563,378,4,0.255426556
2004,362.8,Retinal hemorrhage/ischemia,186074.6563,116,0,47.56901169
2004,621,Endometrial hyperplasia,776301.375,74,0,1297.822632
2004,427.22,Atrial flutter,1431619.75,158,9,2.294515848
2004,711.3,Behcet's syndrome,56905.00391,216,1,0.023656517
2004,411.2,Myocardial infarction,8904188,3580,40,0.882228315
2004,327,Sleep disorders,1882691.625,452,18,0.693971634
2004,394.1,Mitral valve stenosis and/or aortic valve stenosis,1256725.25,1069,7,0.335912377
2004,324.1,Jakob-Creutzfeldt disease,8840.105469,251,0,0.049621396
2004,840.1,Muscle/tendon sprain,1068252.125,100,1,18.00643921
2004,507,Pleurisy; pleural effusion,2728025,359,7,4.713214874
2004,388,Other disorders of ear,116210.9375,185,0,11.63439941
2004,585.2,Renal failure NOS,1003174.5,421,49,0.077735782
2004,333.1,Essential tremor,344402.875,62,2,1.516774058
2004,274.21,Chondrocalcinosis,23173.57031,29,0,2.950416327
2004,474,Acute and chronic tonsillitis,294361.4063,17,0,811.9000244
2004,389.4,Tinnitus,1203567.875,152,3,5.046005249
2004,362.4,Retinal vascular changes and abnomalities,1007761.438,229,5,1.410809636
2004,458.9,Hypotension NOS,726972,623,32,0.042237654
2004,947,Urticaria,2325703.25,855,8,1.25878036
2004,686.9,Other/Unspecified specified local infections of skin and subcutaneous tissue,986757.5625,723,4,0.535275459
2004,335,Multiple sclerosis,8550230,1095,40,2.65958643
2004,317.11,Alcoholic liver damage,511934.625,201,4,0.518217504
2004,433.8,Late effects of cerebrovascular disease,2102444,213,1,32.74708176
2004,251.1,Hypoglycemia,893128.5,404,4,0.784759343
2004,8,Intestinal infection,1055952.75,1662,14,0.07632421
2004,792,Abnormal Papanicolaou smear of cervix and cervical HPV,5735192.5,469,0,11177.86816
2004,443.8,Other specified peripheral vascular diseases,215498.4219,501,18,0.008203009
2004,526.9,Jaw disease NOS,434880.0938,33,0,913.1428223
2004,379.4,Anomalies of pupillary function,104205.6641,62,0,27.9104023
2004,289,Other diseases of blood and blood-forming organs,745493.0625,399,51,0.043520428
2004,358,Myoneural disorders,121362.8516,465,14,0.003603431
2004,741.6,Villonodular synovitis,609617.9375,33,0,1794.38269
2004,702,Degenerative skin conditions and other dermatoses,128152.8438,672,4,0.009713628
2004,296.2,Depression,9936021,449,10,35.00902557
2004,315.3,Mental retardation,188387.6406,654,1,0.085633583
2004,347,Cataplexy and narcolepsy,220998.4688,82,6,0.157936439
2004,459.1,Hemorrhage NOS,309771.3438,942,40,0.004057921
2004,694.1,Vitiligo,177193.5625,105,2,0.237090528
2004,433.31,Transient cerebral ischemia,3459846.25,501,3,12.65160942
2004,647,Infectious and parasitic complications affecting pregnancy,972136.8125,2108,20,0.035709202
2004,714.2,Juvenile rheumatoid arthritis,400399.1875,586,93,0.0046881
2004,599.3,Dysuria,2206789.25,1,0,768502.9375
2004,709.3,Systemic sclerosis,305327.6563,291,8,0.063743651
2004,286.12,Congenital deficiency of other clotting factors (including factor VII),79853.25781,12,0,84.62280273
2004,259,Other endocrine disorders,1842479,942,19,0.302143008
2004,386.1,Meniere's disease,390138.0625,80,0,303.20578
2004,721.1,Spondylosis without myelopathy,11101838,0,0,1964422528
2004,614.3,Pelvic inflammatory disease (PID),121423.9219,10,0,234.7575378
2004,429.1,Heart transplant/surgery,575450.4375,3,0,17534.54492
2004,426.22,Mobitz II AV block,95138.92188,249,2,0.028823631
2004,255.12,Hyperaldosteronism,53232.16797,116,0,3.893121481
2004,333,Extrapyramidal disease and abnormal movement disorders,388817.8438,279,2,0.429656714
2004,480.2,Viral pneumonia,474831.0313,339,4,0.264342129
2004,371.9,Chronic inflammatory disorders of orbit,39896.37109,24,0,10.56622124
2004,348.1,Coma; stupor; and brain damage,2271975.5,451,2,9.075490952
2004,245,Thyroiditis,270332.2188,37,1,3.116020441
2004,131,Protozoan infection,111086.5625,153,0,12.85429955
2004,368,Visual disturbances,1607396.625,349,5,2.35513401
2004,385.3,Cholesteatoma,896497.875,87,0,1472.225952
2004,149.3,Cancer of hypopharynx,161344.75,77,3,0.178995118
2004,757,Congenital anomalies of the integument,64657.96094,206,3,0.01074569
2004,117.2,Coccidioidomycosis,27763.66406,39,1,0.031181812
2004,695.2,Bullous dermatoses,21309.48047,83,0,0.871887386
2004,527.1,Hypertrophy of salivary gland,33644.80078,3,0,59.93970108
2004,737.1,Kyphosis (acquired),364884.5313,116,1,1.811086655
2004,525,Other diseases of the teeth and supporting structures,435054.7813,120,0,251.3712311
2004,182,Malignant neoplasm of uterus,2615032.5,1143,22,0.433240652
2004,356,Hereditary and idiopathic peripheral neuropathy,2805422,236,17,3.124689102
2004,359,Muscular dystrophies and other myopathies,990082.75,634,4,0.614536345
2004,464,Acute sinusitis,17320770,325,5,293.6601868
2004,738,Other acquired musculoskeletal deformity,1010956.813,390,2,2.077966452
2004,295.1,Schizophrenia,1845575.375,2836,156,0.012270111
2004,963.1,Antineoplastic and immunosuppressive drugs causing adverse effects,58285.5,1552,1,0.003454222
2004,414.2,ASCVD,1044706.188,3265,104,0.005122404
2004,736,Other acquired deformities of limbs,200411.9688,51,0,125.4980927
2004,681,Superficial cellulitis and abscess,2615638.75,447,2,12.13632965
2004,270.11,Disturbances of sulphur-bearing amino-acid metabolism,61708.78125,23,0,26.37681961
2004,263,Other nutritional deficiency,100042.5391,426,9,0.004155946
2004,710.3,Osteopathy resulting from poliomyelitis,34799.60938,240,3,0.002671763
2004,574.2,Calculus of bile duct,1505533.625,233,3,5.150922298
2004,187.8,Neoplasm of uncertain behavior of male genital organs,371066.1875,4060,130,0.000415761
2004,366.3,Traumatic cataract,77204.95313,513,15,0.001233755
2004,292.5,Transient alteration of awareness,757401.25,57,0,1603.784912
2004,362.29,Macular degeneration (senile) of retina NOS,304090.0625,401,23,0.015972678
2004,526.5,Inflammatory conditions of jaw,176775.0313,7,1,7.034731388
2004,174,Breast cancer,2308.985107,6914,252,4.88E-09
2004,224,Benign neoplasm of eye,181405.5,257,2,0.101531282
2004,523.3,Periodontitis (acute or chronic),2787.978027,12,0,0.103152767
2004,750,Digestive congenital anomalies,5662.022949,44,0,0.116101265
2004,575.7,Other disorders of gallbladder,1341627.75,91,1,31.21035385
2004,506,Empyema and pneumothorax,872612.25,318,4,0.951705396
2004,750.21,Congenital anomalies of intestine,449072.5,129,0,249.1464233
2004,420.22,Chronic pericarditis,191967.6719,263,0,22.33207321
2004,627.3,Postmenopausal atrophic vaginitis,717053.375,0,0,8194983
2004,285.3,Sideroblastic anemia,183734.6406,21,0,256.0950012
2004,278.3,Localized adiposity,270411.125,37,0,314.9017944
2004,301.1,Schizoid personality disorder,63421.73047,84,2,0.037965946
2004,292.4,Altered mental status,167.5734863,708,38,1.66E-09
2004,368.5,Color vision deficiencies,9648.045898,70,0,0.211916015
2004,198.1,Secondary malignancy of lymph nodes,1414041.625,2159,1,1.461482048
2004,291.4,Specific nonpsychotic mental disorders due to brain damage,513375.8438,1133,22,0.016844658
2004,721,Spondylosis and allied disorders,55238.02344,0,0,48631.91406
2004,241.2,Nontoxic multinodular goiter,1468824.5,112,2,15.27327061
2004,281.12,Other vitamin B12 deficiency anemia,168995.3438,118,3,0.12814723
2004,264,Lack of normal physiological development,2596558.25,0,0,107458632
2004,651,Multiple gestation,9254942,267,0,51128.73047
2004,497,Bronchitis,4265647.5,145,10,19.97942924
2004,38.1,Gram negative septicemia,1623751.875,351,0,1197.19519
2004,70.1,Viral hepatitis A,64735.35938,142,98,0.000479887
2004,574,Cholelithiasis and cholecystitis,3896.717041,151,3,5.32E-05
2004,250.6,Polyneuropathy in diabetes,165939.2813,314,14,0.009976125
2004,204.1,Lymphoid leukemia,96123.32813,65,68,0.003330809
2004,70,Viral hepatitis,1138111.75,392,99,0.05319107
2004,737.2,Lordosis (acquired),67613.10156,24,0,30.34692192
2004,755.61,Congenital hip dysplasia and deformity,407508.0313,68,1,3.853215694
2004,364.4,Corneal degenerations,273332.125,32,4,0.927676141
2004,588.1,Renal osteodystrophy,17434.23633,50,0,0.968710721
2004,579,Other symptoms involving abdomen and pelvis,5566116,152,0,32484.59766
2004,327.5,Parasomnia,248041.0938,471,18,0.011559752
2004,580.2,Nephrotic syndrome without mention of glomerulonephritis,216459.6406,33,1,2.239917755
2004,946,Anaphylactic shock NOS,679632.1875,276,0,266.7276917
2004,189.2,Cancer of bladder,581100.0625,967,21,0.026490487
2004,1013,Asphyxia and hypoxemia,1290768.25,1351,5,0.392324418
2004,259.8,Polyglandular dysfunction and related disorders,40690.94922,128,0,2.061564207
2004,242,Thyrotoxicosis with or without goiter,1746833.25,1126,21,0.205579475
2004,287.1,Spontaneous ecchymoses,151836.2656,14,0,262.2756653
2004,743.11,Osteoporosis,3633023.75,1271,60,0.275809348
2004,90,Sexually transmitted infections (not HIV or hepatitis),452110.8125,2982,97,0.001126184
2004,38.3,Bacteremia,697450.5,678,4,0.285161853
2004,601,Inflammatory diseases of prostate,1746.689331,101,2,2.40E-05
2004,350.5,Abnormal reflex,55688.88281,94,2,0.026158452
2004,250.24,Type 2 diabetes with neurological manifestations,1644818.25,314,14,0.980165243
2004,204.2,Myeloid leukemia,147470.3438,611,88,0.000644576
2004,753.1,Congenital cataract and lens anomalies,127053.3203,517,15,0.003315412
2004,277.8,Carnitine deficiencies,12170.61621,126,5,0.000373962
2004,289.4,Lymphadenitis,4745323,221,0,16239.20508
2004,741.4,Joint effusions,2531264.5,5,0,203836.7344
2004,149.4,Cancer of larynx,2256634,1823,77,0.057813756
2004,275,Disorders of mineral metabolism,11457.33984,240,0,0.087173276
2004,276.8,Polydipsia,74567.85156,0,0,88623.39844
2004,741.5,Hemarthrosis,112874.2422,42,0,48.33727646
2004,614.31,Acute inflammatory pelvic disease,151530.5469,0,0,365970.0313
2004,285.9,Anemia NOS,10209515,814,68,3.000908852
2004,599,Other symptoms/disorders or the urinary system,933903.25,247,1,5.572023869
2004,472,Chronic pharyngitis and nasopharyngitis,2453105.75,239,4,10.0073061
2004,362.9,Retinal edema and hypertensive retinopathy,940462.4375,59,0,2388.924561
2004,939,Atopic/contact dermatitis due to other or unspecified,9917897,1563,38,2.63891077
2004,204.3,Monocytic leukemia,100350.7734,683,88,0.00026701
2004,596,Other disorders of bladder,625395.3125,308,2,1.006916523
2004,313.2,Tics and stuttering,297361.4063,131,6,0.178992733
2004,276.6,Fluid overload,148416.5781,0,0,351083.0938
2004,420.4,Rheumatic heart disease NOS,49604.64453,358,3,0.003639386
2004,365.5,Pseudoexfoliation glaucoma,67376.71875,50,1,0.143247351
2004,562.1,Diverticulosis,9687621,97,1,1526.657104
2004,250.5,Glycosuria or Acetonuria,49251.06641,33,0,11.71199512
2004,365.1,Open-angle glaucoma,4036286.5,328,10,7.908387184
2004,741.1,Ankylosis of joint,450309.25,29,0,1114.087036
2004,250.11,Diabetes type 1 with ketoacidosis or uncontrolled diabetes,2644342,1798,44,0.14084354
2004,290,Delirium dementia and amnestic and other cognitive disorders,62088.70703,1122,17,0.000321936
2004,357,Inflammatory and toxic neuropathy,2609272,447,18,1.347885013
2004,619,Noninflammatory female genital disorders,490667.5313,166,1,2.288569927
2004,586.1,Anatomical abnormatilies of kidney and ureters,835702,255,6,0.726300418
2004,514,Abnormal findings examination of lungs,2193553,102,0,7517.936523
2004,78,Viral warts & HPV,7797996.5,596,9,18.04815674
2004,496.3,Bronchiectasis,480645.875,75,4,1.224142671
2004,276.13,Hyperpotassemia,411681.625,105,0,257.2393494
2004,255.9,Other disorders of adrenal glands,314774.9375,71,0,222.3954468
2004,277.7,Dysmetabolic syndrome X,463731.6563,691,46,0.010780578
2004,442.3,Aneurysm of artery of lower extremity,156308.3281,246,9,0.017568383
2004,429,Ill-defined descriptions and complications of heart disease,20315.88672,0,1,65.13212585
2004,694,Dyschromia and Vitiligo,338161.25,112,0,162.7181396
2004,389.2,Conductive hearing loss,1000374.563,55,0,2899.537842
2004,368.4,Visual field defects,541029,95,0,491.039978
2004,600,Hyperplasia of prostate,5778631.5,456,15,7.775709152
2004,750.5,Congenital hypertrophic pyloric stenosis,100166.1719,3,0,531.2767334
2004,377,Disorders of optic nerve and visual pathways,322672.2188,286,0,58.02125168
2004,315.1,Learning disorder,110842.7578,525,1,0.036929272
2004,312.3,Impulse control disorder,527256.3125,110,0,402.7694702
2004,513.3,Hypoventilation,96500.08594,59,0,25.15213585
2004,305.2,Eating disorder,949794.4375,348,12,0.344008833
2004,528.7,Sialolithiasis,117045.8984,19,0,114.8617325
2004,966,Poisoning by anticonvulsants and anti-Parkinsonism drugs,77313.54688,1552,1,0.006077716
2004,712,Infective connective tissue disorders,241360.7969,280,2,0.164971516
2004,202.2,Non-Hodgkins lymphoma,13755424,1733,217,0.801885188
2004,715.2,Ankylosing spondylitis,509345.5938,191,14,0.154516891
2004,528.41,Cyst of the salivary gland,154484.9063,7,0,542.6242676
2004,368.7,Disorders of accommodation,32578.32422,160,1,0.010467287
2004,433.5,Cerebral aneurysm,1137642.75,516,1,3.958014727
2004,355.1,Chronic pain syndrome,14.78880405,0,0,0.00348587
2004,578.9,Hemorrhage of gastrointestinal tract,3674339.5,611,5,7.029390335
2004,300.2,Generalized anxiety & phobic disorders,67787.70313,205,13,0.002745962
2004,647.3,Major puerperal infection,86585.05469,31,1,0.381511688
2004,710.1,Osteomyelitis,1771.863159,265,0,0.001888179
2004,529,Diseases and other conditions of the tongue,115761.4375,669,8,0.003985729
2004,496.2,Chronic bronchitis,629769.75,123,10,0.513374388
2004,296,Mood disorders,1871549.375,449,10,1.242102981
2004,805,Fracture of vertebral column without mention of spinal cord injury,2573322,1941,11,0.493876427
2004,707,Chronic ulcer of skin,10038.41895,166,0,0.096747898
2004,353.2,Nerve root lesions,702003.9375,135,1,5.760190964
2004,656,Other perinatal conditions,2567978,1029,3,3.393451214
2004,798.1,Chronic fatigue syndrome,835262,167,0,665.8066406
2004,599.1,Urinary obstruction,231832.4063,41,0,208.883255
2004,513.8,Disorders of diaphragm,98768.53906,22,0,70.64189148
2004,240,Simple and unspecified goiter,1621355.5,128,2,16.28401947
2004,446,Polyarteritis nodosa and allied conditions,340474.4063,331,2,0.277700633
2004,216,Benign neoplasm of skin,14085592,2693,20,5.868272305
2004,985,Toxic effect of other metals,61001.57031,176,0,3.369688749
2004,707.1,Decubitus ulcer,1418919.875,267,2,5.979118824
2004,255.11,Cushing's syndrome,144211.2969,165,2,0.099939547
2004,873,Broken tooth,169179,51,0,89.42989349
2004,782.6,Pallor and flushing,114907.1016,29,2,0.36090675
2004,145.1,Cancer of lip,83552.03906,47,4,0.059023451
2004,753,Congenital anomalies of the eye,175683.4219,265,0,18.5628376
2004,694.2,Other dyschromia,1012588.438,18,0,9073.969727
2004,717,Polymyalgia Rheumatica,246820.7813,37,0,262.3551025
2004,10,Tuberculosis,232838.7969,1851,13,0.003588143
2004,315,Develomental delays and disorders,1351058.625,745,3,1.297372937
2004,334.1,Spinocerebellar disease,145692.9375,222,1,0.150878787
2004,591,Urinary tract infection,14423768,507,13,50.26998138
2004,378.1,Strabismus (not specified as paralytic),2686554.25,310,5,7.406668663
2004,738.4,Acquired spondylolisthesis,1568667.625,60,2,32.51525879
2004,386.9,Light-headedness and vertigo,10927729,158,0,120453.7578
2004,110.12,Althete's foot,700245.5625,23,1,33.62852859
2004,440,Atherosclerosis,347153.5,1991,49,0.001968476
2004,705.3,Hidradenitis,392220.375,6,0,4079.725586
2004,420.2,Pericarditis,564189.25,208,0,243.8992615
2004,960.3,Poisoning by antifungal antibiotics,614.2396851,1552,1,3.84E-07
2004,704.11,Alopecia Areata,255546.6719,47,0,221.4090576
2004,198.3,Secondary malignant neoplasm of digestive systems,1445464.375,283,4,2.934361935
2004,31,Diseases due to other mycobacteria,55874.37109,125,0,3.980390549
2004,227,Benign neoplasm of other endocrine glands and related structures,1638672.625,230,2,9.257350922
2004,360.3,Hypotony of eye,31948.08008,26,0,6.254524231
2004,401,Hypertension,49816.39063,4252,170,5.47E-06
2004,851,Complications of transplants and reattached limbs,1170303.625,6303,7,0.049405605
2004,478,Throat pain,464607.9375,149,4,0.575782657
2004,339,Other headache syndromes,23391190,686,22,57.75628281
2004,159,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,194718.2969,515,10,0.011722192
2004,277.6,Other deficiencies of circulating enzymes,854331.5625,35,0,3322.813232
2004,540.1,Appendicitis,998746.3125,261,4,1.518986583
2004,1003,Sudden death,51368.1875,334,1,0.012466735
2004,331,Other cerebral degenerations,1471739,1648,9,0.23249951
2004,480.1,Bacterial pneumonia,1398213.125,1115,3,0.928424358
2004,337.1,Peripheral autonomic neuropathy,134166.7656,328,14,0.006243236
2004,185,Cancer of prostate,17657230,3607,126,1.093296289
2004,145.3,Cancer of major salivary glands,354034.5,333,4,0.149601012
2004,110,Dermatophytosis / Dermatomycosis,2989.110596,139,0,0.010244318
2004,255.1,Adrenal hyperfunction,33618.82031,22,2,0.040718697
2004,420.3,Endocarditis,584455.9375,795,2,0.34070617
2004,459.9,Circulatory disease NEC,848887.625,2551,94,0.004789159
2004,819,Skull fracture and other intercranial injury,4760930.5,1287,21,1.336044192
2004,250.1,Type 1 diabetes,7634087.5,1798,44,1.173858762
2004,325,Phlebitis and thrombophlebitis of intracranial venous sinuses,40151.19141,8,0,32.07815933
2004,296.1,Bipolar,7706672.5,912,64,1.621554375
2004,260.6,Anorexia,207634.3906,113,9,0.067484193
2004,752.1,Neural tube defects,73130.67188,311,0,2.740752935
2004,601.3,Orchitis and epididymitis,794946.0625,110,1,9.064980507
2004,823,Fracture of tibia and fibula,16863.58398,246,0,0.184243456
2004,671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium,227443.8125,1038,10,0.007935199
2004,599.9,Other abnormality of urination,504064.9688,269,3,0.500130355
2004,440.9,Atherosclerosis of aorta,384408.625,53,35,0.126905799
2004,303,Psychogenic and somatoform disorders,25004.01563,149,0,0.668727517
2004,442.1,Aortic aneurysm,1209302.875,455,5,1.022484183
2004,172.11,Melanomas of skin,3622024.75,1821,72,0.159456715
2004,560.1,Paralytic ileus,553419.625,32,0,1524.995605
2004,284,Aplastic anemia,1303117.25,224,5,2.411609411
2004,208,Benign neoplasm of colon,30546862,1523,29,33.66106033
2004,740.9,Osteoarthrosis NOS,14037773,768,97,4.215588093
2004,283.1,Autoimmune hemolytic anemias,144825.5156,88,0,37.98422241
2004,369,Infection of the eye,371347.6875,572,6,0.063933492
2004,573.5,Jaundice (not of newborn),436679.7188,107,0,284.0186462
2004,281.9,Deficiency anemias NOS,306421.9688,262,5,0.114006415
2004,459,Other disorders of circulatory system,215108.4375,489,18,0.008373914
2004,261.41,Rickets or osteomalacia,46408.63672,107,3,0.010657415
2004,535.8,Other specified gastritis,2883841,335,8,4.939663887
2004,444.1,Arterial embolism and thrombosis of lower extremity artery,814559.3125,489,18,0.120076776
2004,442.2,Aneurysm of iliac artery,115830.8281,42,0,50.90269089
2004,803.2,Fracture of radius and ulna,8549469,173,3,223.7101593
2004,458.1,Orthostatic hypotension,514850.3125,98,3,1.432089686
2004,427.4,Cardiac arrest and ventricular fibrillation,3394.940674,329,9,6.20E-06
2004,540.11,Acute appendicitis,4750992,600,5,11.96788692
2004,601.4,Balanoposthitis,244123.3125,3562,41,0.000650248
2004,257,Testicular dysfunction,69410.79688,79,1,0.096226722
2004,756.2,Pectus excavatum and other congenital anomalies of ribs/sternum,144124.5625,141,0,23.47854805
2004,368.3,Anisometropia,40847.49609,44,0,6.042610645
2004,396,Abnormal heart sounds,4437996.5,47,0,66777.28906
2004,189.4,Malignant neoplasm of other urinary organs,231809.0313,180,4,0.118649192
2004,260.2,severe protein-calorie malnutrition,170295.0156,108,1,0.423705041
2004,596.1,Bladder neck obstruction,610228.25,114,1,5.154249191
2004,704.2,Hirsutism,228342.3438,65,2,0.635977507
2004,628,Ovarian cyst,8655460,534,2,111.2448502
2004,531,Peptic ulcer (excl. esophageal),5106.820801,661,35,1.80E-06
2004,508,Pulmonary collapse; interstitial and compensatory emphysema,919626.875,85,1,15.69917965
2004,740,Osteoarthrosis,45068.27734,768,97,4.35E-05
2004,716.2,Unspecified monoarthritis,107955.0547,621,99,0.000302102
2004,199.4,Neurofibromatosis,269971.3438,66,4,0.438860297
2004,170,Cancer of bone and connective tissue,665.081665,1177,9,6.65E-08
2004,500,Lung disease due to external agents,106433.0313,5988,32,9.42E-05
2004,395.3,Nonrheumatic tricuspid valve disorders,669530.4375,404,2,0.879827559
2004,498,Acute bronchospasm,13.07255459,27,1,9.98E-09
2004,601.8,Other inflammatory disorders of male genital organs,201853.5781,3572,41,0.000443318
2004,573.4,Acute and subacute necrosis of liver,193374.0156,140,0,42.56790924
2004,635.3,Placenta previa and abruptio placenta,412268.8438,118,2,1.142066002
2004,194,Cancer of other endocrine glands,695782.25,937,1,0.815316498
2004,663,Umbilical cord complications during labor and delivery,2543736.75,0,0,103131048
2004,452.8,Postphlebitic syndrome,46540.93359,11,4,0.078195818
2004,327.7,Sleep related movement disorders,10375.43652,52,0,0.329891413
2004,614.52,Vaginitis and vulvovaginitis,5078737,13,1,3128.656494
2004,522,Diseases of pulp and periapical tissues,31734.81055,196,0,0.818914711
2004,721.2,Spondylosis with myelopathy,2136590.25,0,0,72759144
2004,574.12,Cholelithiasis with other cholecystitis,11115910,174,3,376.0057678
2004,364,Corneal opacity and other disorders of cornea,146789.5,532,3,0.021446122
2004,270.3,Disorders of plasma protein metabolism,312153.625,136,9,0.126731992
2004,415.2,Primary pulmonary hypertension,1057073,618,13,0.221504346
2004,701,Other hypertrophic and atrophic conditions of skin,1313718.75,672,4,1.020774364
2004,624.2,Atrophy of female genital tract,31532.41992,1,0,156.9055634
2004,242.1,Graves' disease,1107313.75,477,4,1.021679401
2004,433.3,Cerebral ischemia,529364.75,1285,3,0.115473442
2004,433.32,Moyamoya disease,49622.17188,60,0,6.539928436
2004,456,Chronic venous insufficiency [CVI],2253079.5,96,3,27.99723816
2004,288.2,Elevated white blood cell count,93.82331848,216,31,2.09E-09
2004,289.5,Diseases of spleen,206411.4063,149,0,45.5718956
2004,130.1,Lyme disease,1301099.5,172,1,15.53070259
2004,379.5,Disorders of iris and ciliary body,162656.7031,96,0,43.92103577
2004,840,Sprains and strains,18812988,100,1,5584.648438
2004,165,Cancer within the respiratory system,266535.5,240,0,47.1765213
2004,367.1,Myopia,3496949.75,188,3,34.44105148
2004,474.2,Chronic tonsillitis and adenoiditis,11273425,718,20,14.09870815
2004,800.1,Fracture of neck of femur,2318991.5,756,10,1.13261354
2004,277.51,Lipoprotein disorders,3117769.75,121,8,15.983778
2004,577.1,Acute pancreatitis,2207716.75,684,12,0.945641041
2004,276.4,Acid-base balance disorder,11211.45898,42,0,0.476888418
2004,368.1,Amblyopia,422651.1563,119,5,0.477516145
2004,269,Proteinuria,719665.125,454,6,0.302528381
2004,550.4,Umbilical hernia,3601159.25,65,0,31794.32227
2004,710.19,Unspecified osteomyelitis,1341140.125,265,0,1081.76062
2004,480.5,Bronchopneumonia and lung abscess,544567.1875,1130,36,0.011615627
2004,386.21,Central origin vertigo,241762.5313,179,0,52.04101944
2004,221,Benign neoplasm of other female genital organs,306595.2188,408,4,0.091571569
2004,31.1,Leprosy,9519.216797,307,0,0.047042999
2004,756,Other congenital musculoskeletal anomalies,398783.9688,854,6,0.049383629
2004,695.42,Systemic lupus erythematosus,1426777.5,1048,11,0.281193227
2004,751.11,Congenital anomalies of female genital organs,481864.7813,2,0,18411.93555
2004,320,Meningitis,843131.75,1090,8,0.129769608
2004,414,Other forms of chronic heart disease,653838.3125,1277,95,0.005615936
